stars,user_idx,item_idx
2,893,62
5,894,62
4,895,62
5,896,62
1,897,62
5,898,62
5,899,62
4,900,62
4,901,62
5,902,62
3,903,62
5,904,62
5,905,62
2,906,62
4,907,62
5,908,62
2,909,62
5,910,62
1,911,62
4,912,62
4,913,62
5,914,62
4,915,62
5,916,62
5,917,62
3,918,62
5,919,62
5,920,62
4,921,62
5,922,62
5,923,62
3,924,62
4,925,62
4,926,62
5,927,62
4,928,62
3,929,62
5,930,62
4,931,62
5,932,62
5,933,62
5,934,62
4,935,62
5,936,62
1,937,62
5,938,62
1,939,62
3,940,62
3,941,62
2,942,62
5,943,62
4,944,62
3,945,62
5,946,62
5,947,62
5,948,62
5,949,62
5,950,62
2,951,62
5,952,62
4,953,62
3,954,62
5,955,62
5,956,62
5,957,62
5,958,62
4,959,62
3,960,62
5,961,62
5,962,62
5,963,62
5,964,62
5,965,62
4,966,62
4,967,62
5,968,62
3,969,62
1,970,62
3,971,62
5,972,62
5,973,62
5,974,62
5,975,62
1,976,62
5,977,62
4,978,62
3,979,62
3,980,62
5,981,62
5,982,62
4,983,62
5,984,62
5,985,62
5,986,62
4,987,62
3,988,62
5,989,62
3,990,62
4,991,62
4,992,62
4,993,62
5,994,62
4,995,62
1,996,62
4,997,62
4,998,62
2,999,62
5,1000,62
1,1001,62
3,1002,62
5,1003,62
4,1004,62
3,1005,62
2,1006,62
3,1007,62
5,1008,62
3,1009,62
4,1010,62
1,1011,62
4,1012,62
4,1013,62
5,1014,62
5,1015,62
5,1016,62
2,1017,62
5,1018,62
4,1019,62
4,1020,62
4,1021,62
5,61537,62
5,491,197
4,10128,197
5,10129,197
4,10130,197
5,10131,197
2,10132,197
3,10133,197
4,10134,197
4,10135,197
5,10136,197
5,10137,197
4,10138,197
3,10139,197
5,10140,197
5,10141,197
1,10142,197
5,10143,197
5,10144,197
5,10145,197
4,10146,197
3,10147,197
4,10148,197
1,10149,197
2,10150,197
4,10151,197
5,10152,197
1,10153,197
4,10154,197
3,10155,197
5,10156,197
3,10157,197
4,10158,197
2,62142,197
5,62143,197
5,62144,197
5,496,99
5,824,99
5,1270,99
5,1338,99
1,3323,99
5,7533,99
4,7534,99
5,7535,99
5,7536,99
5,7537,99
5,7538,99
2,7539,99
5,7540,99
5,7541,99
5,7542,99
5,7543,99
5,7544,99
4,7545,99
4,7546,99
5,7547,99
5,7548,99
4,61969,99
5,61970,99
5,61971,99
5,498,1153
5,2987,1153
5,5576,1153
3,5603,1153
5,5614,1153
5,5620,1153
5,5650,1153
5,5653,1153
5,7605,1153
5,8582,1153
5,12332,1153
4,12339,1153
5,12341,1153
5,12347,1153
5,12598,1153
5,14755,1153
5,14755,1153
5,14834,1153
5,14883,1153
4,15016,1153
4,15837,1153
5,15838,1153
5,15839,1153
1,15840,1153
5,15841,1153
5,15842,1153
5,15843,1153
5,15844,1153
2,15845,1153
3,15845,1153
5,15846,1153
1,15847,1153
1,15848,1153
2,15849,1153
5,15850,1153
5,15851,1153
1,15852,1153
5,15853,1153
1,15854,1153
2,15855,1153
2,15856,1153
5,15857,1153
5,15858,1153
5,15859,1153
5,15860,1153
5,15861,1153
5,15862,1153
5,15863,1153
4,15864,1153
5,15865,1153
5,15866,1153
1,15867,1153
5,15868,1153
5,15869,1153
5,15870,1153
5,15871,1153
5,15872,1153
5,15873,1153
5,15874,1153
5,15875,1153
5,15876,1153
3,15877,1153
3,15878,1153
4,15879,1153
5,15880,1153
4,15881,1153
1,15882,1153
5,61974,1153
5,62401,1153
3,62402,1153
4,62403,1153
5,62404,1153
5,501,61
5,765,61
4,766,61
4,767,61
5,768,61
5,769,61
2,770,61
4,771,61
5,772,61
4,773,61
4,774,61
3,775,61
5,776,61
5,777,61
1,778,61
5,779,61
5,780,61
5,781,61
5,782,61
5,783,61
5,784,61
4,785,61
4,786,61
5,787,61
5,788,61
5,789,61
5,790,61
3,791,61
5,792,61
5,793,61
1,794,61
4,795,61
5,796,61
5,797,61
4,798,61
5,799,61
4,800,61
1,801,61
5,802,61
5,803,61
5,804,61
4,805,61
5,806,61
3,807,61
1,808,61
5,809,61
5,810,61
4,811,61
5,812,61
5,813,61
5,814,61
5,815,61
5,816,61
5,817,61
5,818,61
5,819,61
5,820,61
5,821,61
5,822,61
5,823,61
5,824,61
5,825,61
5,826,61
1,827,61
5,828,61
2,829,61
5,830,61
1,831,61
1,61533,61
2,502,73
5,1091,73
5,1092,73
5,1101,73
5,1108,73
4,1801,73
5,1802,73
3,1803,73
4,1804,73
5,1805,73
3,1806,73
3,1807,73
5,1808,73
5,1809,73
5,1810,73
5,1811,73
3,1812,73
5,1813,73
5,61604,73
4,61605,73
2,61606,73
5,61607,73
5,61608,73
5,505,111
5,12618,111
5,12619,111
2,12620,111
3,12621,111
5,12622,111
2,12623,111
2,12624,111
4,12625,111
5,12626,111
5,12627,111
5,12628,111
4,12629,111
5,12630,111
5,12631,111
5,12632,111
3,12633,111
3,12634,111
4,12635,111
5,12636,111
4,12637,111
5,12638,111
5,12639,111
1,12640,111
5,61970,111
2,62260,111
1,528,188
5,529,188
4,530,188
4,531,188
3,532,188
4,533,188
5,534,188
5,535,188
5,536,188
5,537,188
4,538,188
5,539,188
5,540,188
2,541,188
1,542,188
3,543,188
5,544,188
3,545,188
3,546,188
5,547,188
5,548,188
3,549,188
5,550,188
5,551,188
4,552,188
5,553,188
5,554,188
5,555,188
5,556,188
5,557,188
5,558,188
2,559,188
5,560,188
3,561,188
5,562,188
5,563,188
5,564,188
2,565,188
2,566,188
5,567,188
4,568,188
5,569,188
5,570,188
4,571,188
1,572,188
3,573,188
4,574,188
4,575,188
5,576,188
2,577,188
1,578,188
4,579,188
5,580,188
4,581,188
5,582,188
4,583,188
5,584,188
4,585,188
2,586,188
5,587,188
4,588,188
4,589,188
1,590,188
4,591,188
4,592,188
5,593,188
5,594,188
3,595,188
5,596,188
5,597,188
5,598,188
5,599,188
1,600,188
5,601,188
5,602,188
5,603,188
1,604,188
5,605,188
5,606,188
5,607,188
4,608,188
5,609,188
5,610,188
4,611,188
2,612,188
5,613,188
5,614,188
5,615,188
4,616,188
5,617,188
4,618,188
5,619,188
2,619,188
5,620,188
2,621,188
5,622,188
5,623,188
5,624,188
5,625,188
1,22788,188
5,61520,188
4,61521,188
5,61522,188
5,535,1720
5,579,1720
4,584,1720
5,1961,1720
5,2142,1720
2,3094,1720
5,3883,1720
5,4684,1720
5,4735,1720
5,4919,1720
5,4942,1720
5,5915,1720
1,6148,1720
5,6830,1720
5,6883,1720
5,7278,1720
5,7368,1720
5,7384,1720
3,7524,1720
3,7698,1720
4,8161,1720
5,9423,1720
4,9698,1720
5,10583,1720
5,10622,1720
4,12038,1720
1,12312,1720
5,12617,1720
5,13534,1720
5,14344,1720
4,14725,1720
5,14737,1720
3,15041,1720
5,15098,1720
5,15139,1720
5,15189,1720
5,15225,1720
5,15244,1720
5,15420,1720
4,15896,1720
5,15944,1720
5,15972,1720
1,16033,1720
1,16047,1720
1,16052,1720
5,16076,1720
5,16087,1720
1,16226,1720
4,16248,1720
5,16249,1720
5,16276,1720
5,16309,1720
5,16328,1720
1,16355,1720
5,16370,1720
5,16383,1720
5,16385,1720
5,16409,1720
5,16440,1720
5,16456,1720
5,16476,1720
5,16495,1720
5,16533,1720
5,16540,1720
5,16552,1720
5,16593,1720
5,16599,1720
5,16619,1720
5,16628,1720
1,16634,1720
5,16662,1720
3,16699,1720
4,16727,1720
5,16801,1720
5,16849,1720
5,16862,1720
4,16870,1720
5,16876,1720
5,16898,1720
4,16908,1720
5,16956,1720
5,16964,1720
4,16966,1720
5,17001,1720
4,17008,1720
5,17153,1720
1,17160,1720
5,17164,1720
5,17293,1720
5,17352,1720
5,17376,1720
5,17438,1720
3,17441,1720
3,17441,1720
3,17441,1720
5,17455,1720
5,17482,1720
5,17500,1720
5,17505,1720
5,18018,1720
5,18165,1720
5,18317,1720
5,18411,1720
1,18415,1720
5,18438,1720
1,18445,1720
5,18448,1720
5,18451,1720
5,18455,1720
2,18460,1720
5,18483,1720
5,18484,1720
5,18511,1720
5,18513,1720
3,18517,1720
5,18520,1720
5,18527,1720
5,18538,1720
4,18546,1720
5,18557,1720
2,18565,1720
5,18569,1720
5,18570,1720
5,18587,1720
5,18598,1720
5,18607,1720
5,18608,1720
5,18609,1720
5,18617,1720
3,18625,1720
5,18627,1720
4,18646,1720
5,18660,1720
1,18668,1720
4,18674,1720
5,18683,1720
5,18689,1720
5,18699,1720
3,18713,1720
5,18714,1720
2,18720,1720
4,18721,1720
5,18746,1720
5,18750,1720
3,18753,1720
5,18754,1720
4,18777,1720
3,18780,1720
5,18789,1720
4,18790,1720
2,18795,1720
4,18796,1720
5,18800,1720
5,18801,1720
4,18806,1720
4,18810,1720
5,18832,1720
4,18845,1720
5,18863,1720
5,18866,1720
1,18868,1720
5,18876,1720
4,18877,1720
5,18881,1720
5,18883,1720
5,18901,1720
5,18902,1720
5,18903,1720
5,18928,1720
4,18929,1720
5,18934,1720
5,18944,1720
5,18946,1720
4,18947,1720
5,18949,1720
4,18953,1720
1,18957,1720
4,18965,1720
4,18972,1720
5,18981,1720
1,18984,1720
5,18985,1720
5,18986,1720
5,18998,1720
5,19001,1720
5,19002,1720
5,19004,1720
5,19015,1720
5,19025,1720
3,19031,1720
5,19034,1720
5,19035,1720
3,19039,1720
5,19058,1720
5,19064,1720
4,19072,1720
4,19079,1720
5,19081,1720
5,19113,1720
5,19131,1720
5,19133,1720
1,19136,1720
4,19148,1720
3,19160,1720
5,19184,1720
5,19201,1720
5,19224,1720
5,19270,1720
5,19272,1720
4,19423,1720
1,19939,1720
5,19943,1720
5,19977,1720
1,20014,1720
4,20082,1720
5,20119,1720
5,20168,1720
5,20182,1720
5,20198,1720
4,22211,1720
4,22503,1720
5,22508,1720
5,22518,1720
5,22519,1720
5,22647,1720
5,22674,1720
4,23077,1720
5,23115,1720
5,25596,1720
4,25925,1720
5,25926,1720
4,26461,1720
3,27332,1720
5,27776,1720
5,27790,1720
5,27803,1720
4,27811,1720
5,27826,1720
3,27833,1720
4,27841,1720
2,27857,1720
5,27862,1720
5,27865,1720
4,27874,1720
3,27877,1720
4,27886,1720
5,28062,1720
4,28064,1720
5,28082,1720
4,28086,1720
5,28131,1720
1,28133,1720
5,28146,1720
3,28174,1720
5,28176,1720
5,28718,1720
5,28912,1720
5,28967,1720
5,30413,1720
5,30795,1720
4,30801,1720
5,30813,1720
5,30896,1720
5,30905,1720
3,30906,1720
5,30935,1720
5,30942,1720
5,31015,1720
5,31025,1720
4,31033,1720
5,31042,1720
5,31339,1720
5,31862,1720
5,31889,1720
5,31903,1720
1,32232,1720
5,33988,1720
5,33997,1720
5,34057,1720
5,34333,1720
5,34336,1720
5,34351,1720
2,35636,1720
5,35637,1720
5,35637,1720
4,35638,1720
5,35639,1720
5,35640,1720
4,35641,1720
5,35642,1720
5,35643,1720
3,35644,1720
5,35645,1720
5,35646,1720
5,35647,1720
5,35648,1720
5,35649,1720
4,35650,1720
2,35651,1720
5,35652,1720
5,35653,1720
4,35654,1720
1,35655,1720
5,35656,1720
4,35657,1720
5,35658,1720
5,35659,1720
4,35660,1720
5,35661,1720
5,35662,1720
5,35663,1720
5,35664,1720
5,35665,1720
2,35666,1720
4,35667,1720
5,35668,1720
4,35669,1720
2,35670,1720
5,35671,1720
5,35672,1720
5,35673,1720
5,35674,1720
4,35675,1720
5,35676,1720
5,35677,1720
5,35678,1720
5,35679,1720
2,35680,1720
5,35681,1720
5,35682,1720
5,35683,1720
5,35684,1720
5,35685,1720
5,35686,1720
4,35687,1720
5,35688,1720
4,35689,1720
5,35690,1720
1,35691,1720
5,35692,1720
5,35693,1720
5,35694,1720
4,35695,1720
5,35696,1720
5,35697,1720
5,35698,1720
1,35699,1720
5,35700,1720
4,35701,1720
2,35702,1720
5,35703,1720
5,35704,1720
5,35705,1720
4,35706,1720
4,35707,1720
5,35708,1720
4,35709,1720
5,35710,1720
1,35711,1720
5,35712,1720
4,35713,1720
3,35714,1720
5,35715,1720
5,35716,1720
5,35717,1720
5,35718,1720
1,35719,1720
5,35720,1720
3,35721,1720
5,35722,1720
1,35723,1720
5,35724,1720
1,35725,1720
5,35726,1720
5,35727,1720
4,35728,1720
4,35729,1720
1,35730,1720
5,35731,1720
3,35732,1720
1,35733,1720
1,35734,1720
5,35735,1720
5,35736,1720
3,35737,1720
5,35738,1720
5,35739,1720
5,35740,1720
5,35741,1720
5,35742,1720
1,35743,1720
4,35744,1720
5,35745,1720
4,35746,1720
5,35747,1720
4,35748,1720
5,35749,1720
5,35750,1720
4,35750,1720
5,35751,1720
4,35752,1720
5,35753,1720
1,35754,1720
4,35755,1720
5,35756,1720
5,35757,1720
1,35758,1720
5,35759,1720
2,35760,1720
5,35761,1720
1,35762,1720
3,35763,1720
5,35764,1720
5,35765,1720
1,35766,1720
5,35767,1720
1,35768,1720
5,35769,1720
5,35770,1720
5,35771,1720
5,35772,1720
5,35773,1720
1,35774,1720
5,35775,1720
5,35776,1720
4,35777,1720
5,35778,1720
5,35779,1720
5,35780,1720
5,35781,1720
5,35782,1720
5,35783,1720
5,35784,1720
5,35785,1720
4,35786,1720
5,35787,1720
5,35788,1720
5,35789,1720
4,35790,1720
5,35791,1720
5,35792,1720
5,35793,1720
5,35794,1720
5,35795,1720
4,35796,1720
5,35797,1720
1,35798,1720
4,35799,1720
4,35800,1720
4,35801,1720
5,35802,1720
2,35803,1720
4,35804,1720
5,35805,1720
5,35806,1720
5,35807,1720
5,35808,1720
5,35809,1720
5,35810,1720
5,35811,1720
5,35812,1720
4,35813,1720
5,35814,1720
4,35815,1720
5,35816,1720
5,35817,1720
5,35818,1720
5,35819,1720
5,35820,1720
4,35821,1720
5,35822,1720
5,35823,1720
5,35824,1720
5,35825,1720
5,35826,1720
1,35827,1720
5,35828,1720
4,35829,1720
5,35830,1720
3,35831,1720
5,35832,1720
5,35833,1720
5,35834,1720
5,35835,1720
5,35836,1720
4,35837,1720
5,35838,1720
5,35839,1720
5,35840,1720
5,35841,1720
5,35842,1720
5,35843,1720
5,35844,1720
5,35845,1720
5,35846,1720
5,35847,1720
4,35848,1720
5,35849,1720
4,35850,1720
5,35851,1720
5,35852,1720
5,35853,1720
4,35854,1720
5,35855,1720
5,35856,1720
5,35857,1720
1,35858,1720
4,35859,1720
4,35860,1720
5,35861,1720
5,35862,1720
5,35863,1720
5,35864,1720
5,35865,1720
5,35866,1720
5,35867,1720
5,35868,1720
5,35869,1720
5,35870,1720
5,35871,1720
5,35872,1720
4,35873,1720
4,35874,1720
5,35875,1720
3,35876,1720
3,35877,1720
4,35878,1720
5,35879,1720
5,35880,1720
4,35881,1720
2,35882,1720
5,35883,1720
5,35884,1720
4,35885,1720
4,35886,1720
5,35887,1720
1,35888,1720
5,35889,1720
2,35890,1720
5,35891,1720
5,35892,1720
2,35893,1720
1,35894,1720
5,35895,1720
5,35896,1720
4,35897,1720
4,35898,1720
4,35899,1720
5,35900,1720
5,35901,1720
5,35902,1720
5,35903,1720
1,35904,1720
4,35905,1720
5,35906,1720
4,35907,1720
5,35908,1720
4,35909,1720
3,35910,1720
5,35911,1720
3,35912,1720
4,35913,1720
5,35914,1720
5,35915,1720
5,35916,1720
4,35917,1720
4,35918,1720
5,35919,1720
5,35920,1720
5,35921,1720
5,35922,1720
5,35923,1720
5,35924,1720
5,35925,1720
5,35926,1720
5,35927,1720
5,35928,1720
5,35929,1720
5,35930,1720
5,35931,1720
4,35932,1720
5,35933,1720
5,35934,1720
5,35935,1720
5,35936,1720
5,35937,1720
3,35938,1720
4,35939,1720
2,35940,1720
5,35941,1720
5,35942,1720
4,35943,1720
4,35944,1720
3,35945,1720
5,35946,1720
5,35947,1720
4,35948,1720
5,35949,1720
5,35950,1720
5,35951,1720
5,35952,1720
5,35953,1720
5,35954,1720
5,35955,1720
4,35956,1720
5,35957,1720
5,35958,1720
5,35959,1720
5,35960,1720
4,35961,1720
5,35962,1720
4,35963,1720
5,35964,1720
1,35965,1720
5,35966,1720
4,35967,1720
5,35968,1720
5,35969,1720
2,35970,1720
5,35971,1720
3,35972,1720
5,35973,1720
4,35974,1720
5,35975,1720
5,35976,1720
5,35977,1720
4,35978,1720
4,35979,1720
5,35980,1720
4,35981,1720
5,35982,1720
3,35983,1720
5,35984,1720
5,35985,1720
5,35986,1720
1,35987,1720
1,35988,1720
4,35989,1720
5,35990,1720
5,35991,1720
1,35992,1720
4,35993,1720
5,35994,1720
5,35995,1720
5,35996,1720
5,35997,1720
4,35998,1720
5,35999,1720
5,36000,1720
4,36001,1720
5,36002,1720
4,36003,1720
5,36004,1720
5,36005,1720
5,36006,1720
5,36007,1720
5,36008,1720
5,36009,1720
4,36010,1720
2,36011,1720
1,36012,1720
5,36013,1720
5,36014,1720
5,36015,1720
5,36016,1720
5,36017,1720
4,36018,1720
4,36019,1720
5,36020,1720
5,36021,1720
5,36022,1720
5,36023,1720
4,36024,1720
5,36025,1720
5,36026,1720
5,36027,1720
5,36028,1720
5,36029,1720
5,36030,1720
5,36031,1720
5,36032,1720
4,36033,1720
1,36034,1720
5,36035,1720
5,36036,1720
3,36037,1720
4,36038,1720
5,36039,1720
4,36040,1720
5,36041,1720
5,36042,1720
5,36043,1720
1,36044,1720
5,36045,1720
5,36046,1720
5,36047,1720
4,36048,1720
5,36049,1720
4,36050,1720
5,36051,1720
5,36052,1720
5,36053,1720
5,36054,1720
5,36055,1720
5,36056,1720
5,36057,1720
5,36058,1720
5,36059,1720
5,36060,1720
5,36061,1720
5,36062,1720
4,36063,1720
4,36064,1720
5,36065,1720
5,36066,1720
5,36067,1720
5,36068,1720
5,36069,1720
2,36070,1720
5,36071,1720
5,36072,1720
5,36073,1720
1,36074,1720
4,36075,1720
4,36076,1720
1,36077,1720
5,36078,1720
5,36079,1720
5,36080,1720
4,36081,1720
5,36082,1720
5,36083,1720
2,36084,1720
3,36085,1720
1,36086,1720
4,36087,1720
5,36088,1720
5,36089,1720
1,36090,1720
5,36091,1720
5,36092,1720
3,36093,1720
5,36094,1720
5,36095,1720
5,36096,1720
4,36097,1720
5,36098,1720
5,36099,1720
4,36100,1720
5,36101,1720
5,36102,1720
4,36103,1720
5,36104,1720
5,36105,1720
3,36106,1720
5,36107,1720
1,36108,1720
5,36109,1720
5,36110,1720
2,36111,1720
5,36112,1720
5,36113,1720
4,36114,1720
5,36115,1720
5,36116,1720
5,36117,1720
4,36118,1720
5,36119,1720
4,36120,1720
5,36121,1720
3,36122,1720
5,36123,1720
5,36124,1720
4,36125,1720
3,36126,1720
4,36127,1720
5,36128,1720
5,36129,1720
5,36130,1720
4,36131,1720
5,36132,1720
2,36133,1720
4,36134,1720
5,36135,1720
5,36136,1720
4,36137,1720
5,36138,1720
5,36139,1720
4,36140,1720
5,36141,1720
4,36142,1720
4,36143,1720
3,36144,1720
2,36145,1720
5,36146,1720
5,36147,1720
4,36148,1720
5,36149,1720
1,36150,1720
4,36151,1720
4,36152,1720
4,36153,1720
5,36154,1720
5,36155,1720
5,36156,1720
4,36157,1720
4,36158,1720
5,36159,1720
5,36160,1720
5,36161,1720
5,36162,1720
5,36163,1720
4,36164,1720
5,36165,1720
5,36166,1720
3,36167,1720
5,36168,1720
5,36169,1720
5,36170,1720
5,36171,1720
4,36172,1720
5,36173,1720
4,36174,1720
5,36175,1720
5,36176,1720
4,36177,1720
5,36178,1720
5,36179,1720
4,36180,1720
1,36181,1720
4,36182,1720
5,36183,1720
4,36184,1720
5,36185,1720
5,36186,1720
1,36187,1720
4,36188,1720
5,36189,1720
5,36190,1720
1,36191,1720
5,36192,1720
5,36193,1720
1,36194,1720
5,36195,1720
5,36196,1720
5,36197,1720
5,36198,1720
5,62914,1720
5,62915,1720
4,62916,1720
5,537,2038
3,2402,2038
4,6883,2038
3,7362,2038
5,12825,2038
4,16010,2038
5,16043,2038
4,16088,2038
5,16405,2038
5,18442,2038
5,18596,2038
2,18990,2038
3,20228,2038
5,31274,2038
5,31298,2038
5,31319,2038
4,31331,2038
5,31340,2038
5,32239,2038
5,33456,2038
5,33935,2038
2,34244,2038
5,35961,2038
5,35976,2038
5,37220,2038
5,37233,2038
3,38063,2038
4,38064,2038
3,38065,2038
4,38066,2038
5,38067,2038
5,38068,2038
5,38069,2038
5,38070,2038
5,38071,2038
1,38072,2038
4,38073,2038
5,38074,2038
3,38075,2038
4,38076,2038
5,38077,2038
5,38078,2038
5,38079,2038
4,38080,2038
5,38081,2038
5,38082,2038
5,38083,2038
4,38084,2038
5,38085,2038
1,38086,2038
5,38087,2038
5,63085,2038
5,63086,2038
4,538,1702
1,3062,1702
5,3100,1702
5,3115,1702
5,4919,1702
5,5063,1702
5,5084,1702
5,5660,1702
4,7198,1702
3,7937,1702
5,9463,1702
3,9704,1702
1,9726,1702
5,12038,1702
4,12477,1702
1,15104,1702
5,16048,1702
5,16141,1702
5,16197,1702
5,16204,1702
1,16212,1702
5,16270,1702
5,16448,1702
5,16501,1702
5,16548,1702
4,16555,1702
5,16621,1702
5,16658,1702
5,16683,1702
3,16705,1702
4,16749,1702
5,16751,1702
5,16780,1702
5,16852,1702
3,16928,1702
4,16929,1702
1,16945,1702
5,17010,1702
4,17046,1702
5,17068,1702
3,17095,1702
5,17097,1702
4,17106,1702
4,17145,1702
5,17153,1702
1,17166,1702
1,17194,1702
5,17223,1702
5,17294,1702
5,17301,1702
4,17328,1702
2,17353,1702
5,17379,1702
4,17411,1702
5,18283,1702
5,18430,1702
1,18453,1702
5,18470,1702
4,18507,1702
4,18546,1702
5,18646,1702
3,18692,1702
4,18823,1702
5,18878,1702
3,18988,1702
1,18989,1702
5,19001,1702
2,19040,1702
4,19092,1702
3,19130,1702
5,19232,1702
4,19245,1702
1,19397,1702
2,19961,1702
3,20001,1702
5,20011,1702
5,20021,1702
4,20031,1702
5,20036,1702
4,20059,1702
1,20069,1702
5,20149,1702
3,22089,1702
5,22470,1702
5,22498,1702
5,22530,1702
5,22596,1702
5,22912,1702
4,23077,1702
1,23107,1702
4,23117,1702
5,23777,1702
5,25973,1702
3,26745,1702
5,27034,1702
5,27773,1702
5,27774,1702
4,27775,1702
5,27776,1702
1,27777,1702
4,27778,1702
5,27779,1702
5,27780,1702
1,27781,1702
1,27782,1702
1,27783,1702
5,27784,1702
3,27785,1702
5,27786,1702
2,27787,1702
4,27788,1702
5,27789,1702
5,27790,1702
5,27791,1702
5,27792,1702
5,27793,1702
2,27794,1702
1,27795,1702
4,27796,1702
5,27797,1702
3,27798,1702
2,27799,1702
5,27800,1702
2,27801,1702
5,27802,1702
5,27803,1702
4,27804,1702
5,27805,1702
2,27806,1702
1,27807,1702
5,27808,1702
5,27809,1702
1,27810,1702
1,27811,1702
3,27812,1702
5,27813,1702
3,27814,1702
1,27815,1702
5,27816,1702
1,27817,1702
5,27818,1702
5,27819,1702
4,27820,1702
4,27821,1702
1,27822,1702
4,27823,1702
5,27824,1702
5,27825,1702
3,27826,1702
1,27827,1702
5,27828,1702
1,27829,1702
5,27830,1702
4,27831,1702
5,27832,1702
1,27833,1702
5,27834,1702
5,27835,1702
1,27836,1702
2,27837,1702
4,27838,1702
5,27839,1702
5,27840,1702
5,27841,1702
1,27842,1702
3,27843,1702
4,27844,1702
2,27845,1702
1,27846,1702
5,27847,1702
2,27848,1702
5,27849,1702
2,27850,1702
5,27851,1702
5,27852,1702
2,27853,1702
3,27854,1702
3,27855,1702
3,27856,1702
5,27857,1702
5,27858,1702
5,27859,1702
5,27860,1702
5,27861,1702
4,27862,1702
5,27863,1702
5,27864,1702
5,27865,1702
5,27866,1702
5,27867,1702
5,27868,1702
1,27869,1702
5,27870,1702
5,27871,1702
5,27872,1702
1,27873,1702
5,27874,1702
3,27875,1702
5,27876,1702
5,27877,1702
1,27878,1702
4,27879,1702
5,27880,1702
4,27881,1702
4,27882,1702
5,27883,1702
4,27884,1702
5,27885,1702
4,27886,1702
5,27887,1702
2,27888,1702
2,62645,1702
5,542,2041
5,7074,2041
5,13534,2041
1,15150,2041
5,16176,2041
5,16895,2041
5,16974,2041
4,18252,2041
5,23777,2041
5,30983,2041
4,31210,2041
4,31222,2041
5,35835,2041
5,38736,2041
4,38737,2041
1,38738,2041
5,38739,2041
5,38740,2041
1,38741,2041
5,38742,2041
5,38743,2041
5,38744,2041
5,38745,2041
5,38746,2041
4,38747,2041
5,38748,2041
1,38749,2041
5,38750,2041
5,38751,2041
3,38752,2041
3,38753,2041
5,38754,2041
5,38755,2041
5,38756,2041
5,38757,2041
5,38758,2041
5,38759,2041
5,546,636
4,6663,636
5,9336,636
3,15873,636
5,18134,636
3,18135,636
5,18136,636
5,18137,636
4,18138,636
5,18139,636
5,18140,636
1,18141,636
5,18142,636
3,18143,636
5,18144,636
5,18145,636
5,18146,636
4,62448,636
5,62449,636
3,62450,636
4,546,638
1,754,638
5,1719,638
5,1822,638
4,10368,638
5,16846,638
1,18935,638
1,19999,638
5,25935,638
1,26151,638
4,26152,638
5,26153,638
5,26154,638
5,26155,638
5,26156,638
5,26157,638
5,26158,638
5,26159,638
2,26160,638
5,26161,638
5,26162,638
4,26163,638
5,26164,638
5,26165,638
4,26166,638
4,26167,638
5,26168,638
3,26169,638
4,26170,638
1,26171,638
2,26172,638
5,26173,638
4,26174,638
4,26175,638
5,62560,638
2,62561,638
2,550,20
5,692,20
4,715,20
5,719,20
3,724,20
5,1862,20
4,1902,20
5,1903,20
5,1904,20
1,1905,20
4,1906,20
5,1907,20
5,1908,20
5,1909,20
5,1910,20
4,1911,20
5,1912,20
5,1913,20
5,1914,20
1,1915,20
2,1916,20
2,1917,20
3,1918,20
4,1919,20
1,1920,20
2,1921,20
5,1922,20
4,61612,20
5,550,28
5,562,28
5,672,28
5,682,28
4,698,28
5,707,28
5,1846,28
5,1918,28
5,1919,28
5,2942,28
5,4050,28
2,6911,28
2,6925,28
5,7004,28
4,7343,28
4,8062,28
5,8709,28
5,10055,28
5,11043,28
2,11846,28
1,12773,28
3,15041,28
4,15042,28
5,15043,28
5,15044,28
5,15050,28
5,15051,28
5,15052,28
5,15053,28
3,15054,28
1,15055,28
4,15056,28
5,15057,28
3,15061,28
5,15062,28
5,15063,28
5,15064,28
4,15065,28
3,15077,28
2,15078,28
5,15079,28
4,15080,28
5,15081,28
5,15082,28
4,15086,28
2,15087,28
5,15088,28
5,15093,28
5,15094,28
5,15095,28
4,15096,28
5,15099,28
2,15100,28
5,15101,28
5,15102,28
5,15103,28
5,15107,28
5,15108,28
5,15109,28
5,15114,28
5,15115,28
5,15116,28
5,15119,28
5,15120,28
4,15123,28
5,15124,28
3,15125,28
5,15126,28
4,15137,28
5,15138,28
5,15139,28
5,15140,28
3,15141,28
4,15142,28
2,15143,28
1,15144,28
5,15151,28
4,15152,28
5,15153,28
4,15154,28
5,15155,28
2,15156,28
3,15157,28
1,15159,28
5,15160,28
1,15161,28
5,15162,28
5,15163,28
2,15171,28
5,15172,28
4,15173,28
4,15174,28
1,15175,28
5,15176,28
5,15182,28
4,15183,28
5,15184,28
5,15187,28
5,15188,28
1,15189,28
5,15190,28
1,15191,28
5,15192,28
4,15197,28
5,15198,28
1,15199,28
5,15200,28
3,15204,28
4,15205,28
3,15206,28
5,15207,28
5,15208,28
5,15214,28
5,15215,28
5,15216,28
4,15217,28
5,15218,28
3,15219,28
5,15220,28
5,15221,28
3,15222,28
3,15223,28
5,15224,28
3,15225,28
5,15226,28
3,15227,28
4,15228,28
5,15229,28
5,15230,28
4,15231,28
4,15232,28
5,15233,28
4,15234,28
2,15235,28
5,15236,28
5,15237,28
1,15238,28
5,15239,28
4,15240,28
5,15241,28
5,15242,28
5,15243,28
4,15244,28
5,15245,28
4,15246,28
4,15247,28
5,15248,28
5,15249,28
